node_type,x(m),y(m),primary_channel,min_channel_allowed,max_channel_allowed,RSSI,SINR,throughput
1,41.571,28.5418,0,0,3,-65.94,17.74,2.76
1,53.9416,30.9906,0,0,3,-55.82,27.97,8.91
1,50.7251,34.8668,0,0,3,-58.19,26.53,7.76
1,49.8328,20.0203,0,0,3,-68.42,13.75,1.31
1,41.2672,30.1823,0,0,3,-66.26,17.64,2.61
1,56.6087,33.6891,0,0,3,-64.08,20.72,5.68
1,52.8267,23.254,0,0,3,-63.58,21.85,5.07
1,58.6851,32.4193,0,0,3,-66.76,17.39,2.46
1,52.9857,21.565,0,0,3,-66.64,16.83,1.14
1,52.9225,21.8846,0,0,3,-66.07,14.62,0.84
1,56.5552,24.6675,0,0,3,-65.75,20.11,1.77
0,70,30,2,2,3,20,10000,27.92
1,64.9598,32.224,2,2,3,-56.64,31.67,2.46
1,61.8285,28.5373,2,2,3,-62.46,27.86,0.48
1,77.3295,23.638,2,2,3,-64.94,26.66,2.1
1,66.5638,28.6823,2,2,3,-51.63,35.49,3.69
1,78.9611,32.953,2,2,3,-64.48,26.03,2.4
1,66.9879,25.0001,2,2,3,-57.41,30.36,3.38
1,79.1174,34.0537,2,2,3,-65.4,25.65,0.96
1,75.2698,32.5919,2,2,3,-57.5,31.31,3.46
1,69.5588,22.4045,2,2,3,-61.15,29.16,2.87
1,70.9034,28.9266,2,2,3,-41.24,46.12,4.76
1,67.6914,37.9626,2,2,3,-62.44,27.01,1.37
0,10,50,0,0,7,20,10000,78.57
1,15.9627,44.9674,0,0,7,-67.55,14.99,0.77
1,5.5794,44.4647,0,0,7,-66.13,23.09,1.31
1,8.3503,48.5336,0,0,7,-51.94,32.71,9.52
1,19.842,51.1189,0,0,7,-71.3,14.64,1.77
1,5.6938,58.0148,0,0,7,-69.92,19.53,11.98
1,2.4755,45.3782,0,0,7,-69.45,21.45,1.15
1,15.6739,57.1791,0,0,7,-70.01,19.91,3.61
1,16.9761,55.3776,0,0,7,-69.41,19.35,3.46
1,18.5209,50.763,0,0,7,-68.95,16.85,2.76
1,9.0486,47.1149,0,0,7,-55.43,27.79,8.6
1,11.4036,44.8291,0,0,7,-62.3,19.39,2.76
1,2.3646,45.4929,0,0,7,-69.51,21.44,0.84
1,14.7726,41.6768,0,0,7,-70.78,14.86,0.61
1,6.2292,46.0861,0,0,7,-62.49,21.14,6.53
1,3.4194,45.555,0,0,7,-67.81,18.17,5.84
1,2.5167,53.6825,0,0,7,-68.56,19.25,7.3
1,2.698,53.4098,0,0,7,-68.03,20.34,9.75
0,30,50,0,0,7,20,10000,215.96
1,35.7981,52.3375,0,0,7,-64.37,23.32,16.9
1,34.9189,51.4778,0,0,7,-61.75,25.5,15.82
1,36.5972,55.2828,0,0,7,-68.76,20.59,13.82
1,32.4357,52.1019,0,0,7,-56.09,31.25,20.43
1,29.1538,53.464,0,0,7,-57.28,30.67,19.43
1,31.5407,59.6526,0,0,7,-71.08,19.54,13.59
1,37.0147,55.9876,0,0,7,-70.14,19.63,15.44
1,26.521,44.6964,0,0,7,-64.57,18.59,14.28
1,33.6256,42.3584,0,0,7,-68.77,14.33,8.68
1,28.2933,42.9329,0,0,7,-66.5,16.47,10.91
1,36.7112,46.5017,0,0,7,-67.09,17.99,11.9
1,34.942,51.1235,0,0,7,-61.58,25.56,18.59
1,30.2094,46.6712,0,0,7,-56.5,28.05,18.05
1,33.9726,49.1083,0,0,7,-58.85,26.82,18.12
0,50,50,0,0,7,20,10000,41.63
1,52.9647,43.9934,0,0,7,-65.33,16.52,2.53
1,46.0979,44.0707,0,0,7,-66.16,18.75,1.69
1,50.2705,59.0867,0,0,7,-69.91,17.09,3.69
1,59.7062,50.8825,0,0,7,-71.03,17.28,0.15
1,53.4753,47.7496,0,0,7,-59.05,24.46,6.76
1,57.6046,53.0221,0,0,7,-68.27,19.48,0.08
1,53.045,49.5691,0,0,7,-55.57,26.22,6.68
1,47.8524,46.3995,0,0,7,-59.21,25.6,6.53
1,43.9913,44.0316,0,0,7,-68.79,17.87,1.08
1,52.1234,40.5982,0,0,7,-70.85,12.38,0.23
1,42.7803,56.916,0,0,7,-71.46,17.9,1.54
1,43.1071,50.5902,0,0,7,-65.79,21.13,2.84
1,57.8956,54.5162,0,0,7,-69.92,19.93,0.38
1,44.6667,44.0811,0,0,7,-67.86,17.44,2.23
1,57.0384,55.1691,0,0,7,-69.27,19.26,1
1,42.9288,47.5639,0,0,7,-66.92,19.93,2.76
1,56.9192,44.7457,0,0,7,-69.19,18.58,0.08
1,50.6513,42.28,0,0,7,-67.44,15.76,1.38
0,70,50,0,0,7,20,10000,206.28
1,78.2841,54.3599,0,0,7,-70.38,22.08,14.52
1,72.4079,49.7149,0,0,7,-52.94,36.69,17.36
1,65.3656,58.2505,0,0,7,-70.55,20.32,12.21
1,73.6412,49.9022,0,0,7,-57.52,32.41,17.51
1,70.525,43.1504,0,0,7,-65.69,22.71,12.21
1,70.6192,40.9639,0,0,7,-69.85,17.63,8.06
1,66.5088,58.7096,0,0,7,-70.41,20.54,14.52
1,76.9425,49.0996,0,0,7,-65.96,24.87,15.74
1,71.5269,43.0901,0,0,7,-66.11,22.3,12.9
1,71.2917,55.3404,0,0,7,-62.63,28.22,16.67
1,66.3381,42.0415,0,0,7,-69.32,17.09,8.6
1,75.1004,43.692,0,0,7,-68.13,21.23,9.91
1,68.8802,52.4756,0,0,7,-54.19,35.4,17.36
1,74.5041,42.087,0,0,7,-69.93,19.74,12.98
1,75.7136,48.5501,0,0,7,-63.57,26.93,15.74
0,10,10,2,2,3,20,10000,81.05
1,16.3459,15.6681,2,2,3,-62.84,28.22,2.39
1,3.7426,3.9668,2,2,3,-63.18,29.95,4.04
1,11.9448,1.1411,2,2,3,-63.85,29.11,3.63
1,3.7417,11.1273,2,2,3,-58.58,33.58,4.61
1,5.9797,2.9228,2,2,3,-62.16,31.37,4.51
1,13.2992,13.1394,2,2,3,-54.21,37.34,4.53
1,15.3757,2.8136,2,2,3,-63.68,28.42,3.76
1,11.8097,14.3399,2,2,3,-54.61,36.96,4.15
1,15.6124,16.5966,2,2,3,-63.12,28.38,2.26
1,3.9282,13.0283,2,2,3,-59.49,33.11,3.69
1,10.1297,7.7154,2,2,3,-46.3,46.86,4.61
1,10.6868,13.8367,2,2,3,-52.31,39.64,4.92
1,7.1606,12.7158,2,2,3,-52.4,40.38,5.07
1,15.7848,10.4926,2,2,3,-57.34,34.28,5.15
1,3.3864,8.4093,2,2,3,-59.53,32.98,4.65
1,10.7053,7.1431,2,2,3,-49.06,43.01,5.68
1,0.2156,9.928,2,2,3,-65.08,27.82,2.23
1,5.5416,6.8029,2,2,3,-56.59,36.51,5.22
1,2.3125,11.4122,2,2,3,-61.55,30.93,2.67
1,1.1651,9.7949,2,2,3,-63.44,29.79,3.28
0,30,10,2,2,3,20,10000,55.21
1,25.4058,1.5918,2,2,3,-64.73,27.89,3.84
1,30.034,1.9858,2,2,3,-61.93,29.77,5.4
1,34.3047,3.2604,2,2,3,-61.9,27.96,6.7
1,24.1114,16.3527,2,2,3,-63.12,23.91,4.31
1,29.3399,13.963,2,2,3,-52.67,32.34,6.07
1,26.4721,7.4016,2,2,3,-53.73,36.82,4.84
1,30.3594,5.2705,2,2,3,-54.71,34.64,5.45
1,30.931,10.5848,2,2,3,-38.83,48.01,6.91
1,26.0636,16.4106,2,2,3,-60.98,25.35,4.92
1,30.154,11.8432,2,2,3,-44.06,41.85,6.76
0,50,10,2,2,3,20,10000,32.35
1,54.865,3.9186,2,2,3,-61.5,26.55,0.96
1,43.1937,16.0074,2,2,3,-63.86,25.92,1.44
1,59.5593,7.7648,2,2,3,-65.13,28.39,0.09
1,51.9794,5.795,2,2,3,-54.46,34.5,1.92
1,57.1332,11.4131,2,2,3,-60.49,28.68,0.96
1,42.9114,5.0389,2,2,3,-63.11,26.61,2.6
1,46.4267,10.8865,2,2,3,-51.63,36.9,2.53
1,49.2348,1.9856,2,2,3,-62,26.51,2.12
1,54.7778,13.2578,2,2,3,-57.29,31.38,1.92
1,59.692,8.0916,2,2,3,-65.24,28.27,0.09
1,46.9371,6.1775,2,2,3,-55.12,34.02,2.15
1,45.3793,13.5123,2,2,3,-57.34,31.71,2.38
1,47.4197,9.2939,2,2,3,-48,40.39,2.15
1,54.4157,9.5869,2,2,3,-53.88,33.13,2.61
1,52.1665,5.0328,2,2,3,-56.43,30.42,2.15
1,47.7064,12.8923,2,2,3,-51.66,36.97,2.76
1,48.2438,17.6561,2,2,3,-61.63,28.77,1.71
1,41.1583,12.8673,2,2,3,-64.24,24.69,1.8
0,70,10,0,0,7,20,10000,226.31
1,77.3376,11.0321,0,0,7,-66.78,23.06,19.43
1,66.7651,17.3928,0,0,7,-68.05,13.64,9.45
1,78.4113,12.2151,0,0,7,-69.21,20.9,19.66
1,71.4331,19.4449,0,0,7,-70.71,13.29,11.75
1,71.8712,18.287,0,0,7,-68.84,15.85,15.44
1,75.292,12.5436,0,0,7,-63.51,25,20.35
1,69.7215,1.7922,0,0,7,-68.32,22.52,21.8
1,76.3227,15.1358,0,0,7,-68.2,20.42,19.96
1,77.5837,7.8676,0,0,7,-67.69,23.26,22.96
1,69.2537,3.8363,0,0,7,-64.27,25.29,23.96
1,62.8869,11.3901,0,0,7,-66.46,24.34,19.12
1,74.6235,9.2345,0,0,7,-60.58,28.74,22.43
0,10,30,0,0,7,20,10000,72.41
1,13.7949,36.2275,0,0,7,-66.55,10.94,0.08
1,2.0767,33.7659,0,0,7,-69.34,16.85,4.45
1,14.273,22.4988,0,0,7,-69.09,20.6,5.91
1,3.232,34.1299,0,0,7,-67.79,17.94,6.68
1,12.9493,27.7299,0,0,7,-57.78,18.69,9.98
1,16.3461,31.8433,0,0,7,-65.14,16.77,0
1,15.1261,34.9405,0,0,7,-66.2,17.18,0
1,4.3588,31.1295,0,0,7,-63.24,21.25,9.68
1,3.6366,22.3823,0,0,7,-71.34,20.26,6.68
1,18.0789,33.9229,0,0,7,-69.71,-0.3,0
1,5.7767,27.9383,0,0,7,-60.62,21.88,11.21
1,10.0786,32.7116,0,0,7,-54.17,30.33,9.75
1,10.3672,36.9985,0,0,7,-65.97,14.23,4.99
1,4.9837,23.4533,0,0,7,-68.39,20.01,3
0,30,30,6,6,7,20,10000,94.62
1,33.6045,33.5711,6,6,7,-55.57,28.01,6.53
1,33.5441,33.2575,6,6,7,-54.9,29.05,8.06
1,27.4909,21.4196,6,6,7,-63.62,27.62,5.61
1,37.4605,23.7776,6,6,7,-64.96,23.21,5.22
1,28.6252,35.6697,6,6,7,-57.41,28.04,6.53
1,34.701,22.7032,6,6,7,-63.16,26.34,5.95
1,37.8015,34.7019,6,6,7,-63.92,19.4,0.82
1,26.1248,23.1476,6,6,7,-61.66,29.65,4.72
1,33.4331,33.2668,6,6,7,-54.7,29.11,6.14
1,24.3328,32.1617,6,6,7,-57.93,30.72,6.22
1,33.6103,31.5801,6,6,7,-52.44,32.44,7.83
1,37.7096,32.437,6,6,7,-62.06,21.4,3.83
1,33.1039,30.0605,6,6,7,-49.66,36.04,6.76
1,35.3575,24.0381,6,6,7,-61.93,26.56,5.81
1,28.5264,39.7672,6,6,7,-65.23,20.2,1.64
1,36.4057,36.4155,6,6,7,-63.84,17.6,1.37
1,30.8658,25.5174,6,6,7,-54.24,34.46,5.99
1,34.7436,21.5366,6,6,7,-64.94,25.04,5.58
0,50,30,2,2,3,20,10000,79.75
1,44.8108,34.581,2,2,3,-59.78,31.27,4.58
1,52.8924,38.3258,2,2,3,-63.4,28.55,4.51
1,51.3242,35.3605,2,2,3,-56.67,34.35,5.38
1,52.8388,33.1929,2,2,3,-53.42,36.76,4.76
1,53.3504,35.1476,2,2,3,-58.1,33.01,4.61
1,51.4957,24.2019,2,2,3,-57.76,28.29,4.76
1,49.0318,22.5862,2,2,3,-60.89,26.36,3.76
1,51.9882,24.0019,2,2,3,-58.5,27.74,5.3
1,55.2766,37.1634,2,2,3,-63.54,28.21,4.17
1,52.3875,37.6562,2,2,3,-61.94,29.86,3.76
1,47.6636,24.9615,2,2,3,-56.75,30.07,5.3
1,43.133,22.938,2,2,3,-65.19,22.89,1.46
1,44.3205,24.5232,2,2,3,-61.69,25.42,4.04
1,52.1529,21.7194,2,2,3,-62.93,22.16,1.57
1,53.6862,22.5221,2,2,3,-62.53,23.47,2.67
1,49.0117,23.6983,2,2,3,-58.63,28.16,4.68
1,48.1773,29.609,2,2,3,-44.14,43.91,5.91
1,47.4282,22.8962,2,2,3,-61.05,26,4.45
1,51.083,36.1568,2,2,3,-58.35,32.71,4.07
0,70,30,0,0,7,20,10000,23.95
1,76.94,25.9456,0,0,7,-67.99,14.61,1.08
1,70.2032,27.759,0,0,7,-52.14,26.7,3.61
1,71.028,23.0908,0,0,7,-65.93,15.52,0.15
1,78.0549,35.8707,0,0,7,-71.4,11.36,0
1,68.7529,26.2181,0,0,7,-58.58,20.79,4.68
1,64.4596,23.4651,0,0,7,-68.97,26.95,0.07
1,66.6763,26.2282,0,0,7,-61.47,15.97,1.69
1,66.3829,35.2294,0,0,7,-64.6,16.88,0.69
1,68.7075,34.2449,0,0,7,-59.9,18.18,2.53
1,76.4602,26.7324,0,0,7,-66.44,15.07,0.92
1,65.3448,23.0417,0,0,7,-68.62,21.69,0
1,77.9147,34.3207,0,0,7,-69.78,15.6,0.08
1,73.9645,28.6493,0,0,7,-59.19,20.66,3.23
1,72.6013,21.8165,0,0,7,-69.01,12.14,0
1,72.1645,20.3575,0,0,7,-71.26,11.23,0
1,70.0908,32.9942,0,0,7,-55.28,25.56,5.22
0,10,50,0,0,1,20,10000,51.6
1,1.5409,46.0631,0,0,1,-64.3,28,2.58
1,11.0457,42.2203,0,0,1,-61.62,32.05,3.15
1,14.3209,44.7976,0,0,1,-59.44,34.5,3.69
1,16.8601,54.5796,0,0,1,-62.37,31.29,3.9
1,4.8643,55.1712,0,0,1,-60.52,32.84,4.38
1,1.3652,46.3927,0,0,1,-64.35,28.94,2.7
1,8.5487,57.5749,0,0,1,-61.35,31.62,3.28
1,7.0658,56.1751,0,0,1,-59.6,34.15,4.31
1,1.8726,45.9537,0,0,1,-63.86,29.3,3.56
1,13.1468,46.8668,0,0,1,-53.89,39.26,4.22
1,12.2583,53.5395,0,0,1,-53.2,39.58,4.07
1,8.0656,56.6928,0,0,1,-59.87,33.52,4.51
1,16.0433,44.0238,0,0,1,-62.83,30.87,3.56
1,12.7968,45.2062,0,0,1,-56.74,36.4,3.69
0,30,50,0,0,1,20,10000,62.81
1,27.5139,40.9881,0,0,1,-64.33,24.76,3.6
1,25.2874,43.7543,0,0,1,-61.57,27.24,4.51
1,35.6682,53.4514,0,0,1,-59.18,32.19,4.86
1,28.8088,57.3522,0,0,1,-60.84,32.19,5.13
1,35.2717,45.9344,0,0,1,-59.22,31.67,5.47
1,30.1979,58.1333,0,0,1,-62.16,30.84,5.34
1,29.4519,55.4876,0,0,1,-56.66,35.95,6.84
1,31.2819,58.166,0,0,1,-62.4,30.75,4.72
1,33.176,55.3817,0,0,1,-58.34,34.25,5.3
1,35.5858,51.1601,0,0,1,-57.11,34.12,5.61
1,25.4662,52.2931,0,0,1,-55.59,35.62,5.22
1,32.8472,44.3198,0,0,1,-58.57,31.77,6.22
0,50,50,6,6,7,20,10000,95.74
1,44.2342,43.6855,6,6,7,-62.92,20.12,1.64
1,46.9385,47.2854,6,6,7,-52.89,33.13,6.53
1,51.9024,59.0359,6,6,7,-64.14,28.7,4.74
1,44.3741,42.332,6,6,7,-64.61,18.14,1.02
1,44.9888,49.3385,6,6,7,-55.52,29.48,5.68
1,58.1466,49.8255,6,6,7,-62.18,29.49,5.75
1,44.5104,50.8244,6,6,7,-56.74,29.4,6.6
1,45.623,43.2114,6,6,7,-62.05,21.31,2.19
1,51.5851,43.2679,6,6,7,-59.76,26.07,6.16
1,57.5697,48.5192,6,6,7,-61.35,29.75,6.84
1,52.9409,40.8555,6,6,7,-64.78,20.73,4.02
1,49.2036,44.6331,6,6,7,-56.44,28.54,5.99
1,45.44,45.0982,6,6,7,-59.3,23.9,3.97
1,43.2108,54.3902,6,6,7,-62.06,25.6,5.27
1,55.6908,46.3023,6,6,7,-59.49,29.89,6.16
1,53.6468,45.9181,6,6,7,-56.56,31.6,6.53
1,53.6027,45.267,6,6,7,-57.67,30.15,8.76
1,51.514,44.0005,6,6,7,-58.21,27.9,7.91
0,70,50,0,0,1,20,10000,127.73
1,66.8373,45.4477,0,0,1,-56.73,35.95,7.22
1,65.8253,51.3458,0,0,1,-53.74,39.14,8.68
1,76.8948,49.2702,0,0,1,-59.8,34.01,6.22
1,66.4569,57.464,0,0,1,-62.39,31.19,7.46
1,70.0814,51.9204,0,0,1,-44.46,48.59,6.68
1,64.9762,46.3233,0,0,1,-58.29,34.03,7.14
1,73.8955,41.826,0,0,1,-63.82,29.05,4.58
1,76.4815,54.9001,0,0,1,-62.14,31.9,6.43
1,70.889,54.0321,0,0,1,-53,40.54,8.52
1,61.2162,45.5156,0,0,1,-65.21,26.84,3.47
1,62.9383,45.6951,0,0,1,-62.41,30.09,5.27
1,68.5477,46.3275,0,0,1,-52.46,40.43,7.99
1,65.4137,56.093,0,0,1,-61.19,32,8.14
1,76.2185,54.5187,0,0,1,-61.3,32.93,6.43
1,73.7842,49.2533,0,0,1,-52.18,40.9,6.84
1,66.4565,54.2077,0,0,1,-56.63,36.47,6.6
1,76.1007,48.2297,0,0,1,-58.57,35.13,6.68
1,78.9758,46.8276,0,0,1,-64.63,28.99,4.86
1,66.2599,46.0702,0,0,1,-56.44,36.43,8.52
0,10,10,0,0,3,20,10000,107.52
1,4.4139,8.165,0,0,3,-60.52,28.05,12.44
1,10.7443,17.9771,0,0,3,-64.93,18.23,7.53
1,16.0967,2.942,0,0,3,-67.31,21.86,1.69
1,1.7196,6.4481,0,0,3,-66.75,23.8,14.52
1,15.4665,6.4782,0,0,3,-61.9,24.15,6.68
1,11.847,15.8733,0,0,3,-61.15,23.42,10.37
1,9.489,19.3179,0,0,3,-67.32,15.41,6.91
1,0.0489,10.3479,0,0,3,-68.38,22.5,13.67
1,12.7431,16.3518,0,0,3,-62.78,21.59,11.37
1,9.1299,4.1586,0,0,3,-60.58,26.78,13.29
1,13.5819,16.6021,0,0,3,-63.97,19.83,9.06
0,30,10,0,0,3,20,10000,67.88
1,25.1841,7.5004,0,0,3,-59.45,24.12,4.84
1,35.6136,2.4946,0,0,3,-67.39,19.45,4.61
1,23.5612,7.6289,0,0,3,-62.66,21.59,2.22
1,29.4568,17.6077,0,0,3,-64.2,20.73,2.68
1,30.4994,1.5415,0,0,3,-65.79,19.4,4.99
1,22.082,12.8756,0,0,3,-65.7,17.03,0.54
1,34.6129,18.4519,0,0,3,-67.82,18.48,3.13
1,35.6516,8.8601,0,0,3,-60.26,25.03,5.53
1,36.3647,5.3469,0,0,3,-64.69,22.27,4.75
1,22.6694,6.23,0,0,3,-65.37,20.42,1
1,21.5002,7.7371,0,0,3,-66.37,21.32,0.54
1,29.615,16.8103,0,0,3,-62.58,22.61,4.74
1,32.4597,9.3935,0,0,3,-50.41,33.12,5.91
1,21.6903,6.7061,0,0,3,-66.63,21.04,0.92
1,34.9049,5.0957,0,0,3,-62.82,23.36,4.51
1,27.7186,3.0489,0,0,3,-63.58,21.01,4.75
1,31.0786,18.1656,0,0,3,-65.35,20.48,1.92
1,31.267,6.4835,0,0,3,-54.82,30.98,5.45
1,26.6992,8.7825,0,0,3,-54.11,29.44,4.84
0,50,10,0,0,3,20,10000,34.48
1,58.3746,4.8785,0,0,3,-68.14,21.65,1.08
1,55.302,3.8534,0,0,3,-65.13,22.06,2
1,47.7756,3.829,0,0,3,-62.03,25.35,5.22
1,44.4265,10.1123,0,0,3,-59.81,26.43,4.38
1,51.5659,2.0589,0,0,3,-65.09,23.61,5.53
1,47.9737,16.2727,0,0,3,-62.09,22.49,4.3
1,52.4113,17.9637,0,0,3,-65.51,17.77,2.07
1,41.5594,9.7209,0,0,3,-65.74,19.27,2.15
1,46.8128,6.2692,0,0,3,-58.15,28.96,5.68
1,56.7222,10.1697,0,0,3,-62.37,22.68,2.07
0,70,10,0,0,3,20,10000,68.51
1,73.2713,18.0467,0,0,3,-66.18,23.16,3
1,71.5446,17.3582,0,0,3,-63.99,24.78,4.3
1,65.0523,3.2813,0,0,3,-65.55,24.87,9.06
1,72.8786,15.0188,0,0,3,-60.31,28.78,8.76
1,73.7084,0.9624,0,0,3,-68.06,24.57,12.83
1,64.9399,16.1737,0,0,3,-64.88,21.34,3.69
1,68.604,13.5181,0,0,3,-54.97,32.81,8.99
1,70.9191,5.8958,0,0,3,-56.24,34.36,12.9
1,64.7009,15.3426,0,0,3,-64,21.85,4.07
1,62.7201,16.0138,0,0,3,-67.51,19.93,0.92
0,10,30,0,0,3,20,10000,10.91
1,15.329,37.8529,0,0,3,-67.59,18.52,0.15
1,19.7767,31.9682,0,0,3,-68.4,15.93,0.23
1,16.5554,25.9635,0,0,3,-64.34,18.29,1.38
1,12.3663,36.0612,0,0,3,-61.91,21.1,0.84
1,10.5262,23.0634,0,0,3,-62.86,20.66,1.69
1,16.7378,23.7421,0,0,3,-67.08,17.58,0.08
1,10.6625,27.2304,0,0,3,-51.7,28.82,2.3
1,18.0947,29.4721,0,0,3,-65.12,17.54,0.77
1,11.3029,37.0458,0,0,3,-63.28,22.32,1.23
1,19.255,31.977,0,0,3,-67.54,15.99,0.23
1,3.2278,31.9475,0,0,3,-63.04,22.29,2
0,30,30,2,2,3,20,10000,86.5
1,27.9969,32.4639,2,2,3,-49.92,37.86,5.38
1,35.8527,37.2005,2,2,3,-64.21,22.02,1.5
1,28.3868,28.0365,2,2,3,-47.43,40.22,6.22
1,38.2035,28.7464,2,2,3,-62.46,23.77,2.05
1,27.8298,25.7634,2,2,3,-54.76,32.48,5.68
1,36.9773,28.3946,2,2,3,-60.26,25.86,4.17
1,30.6308,35.9556,2,2,3,-57.76,29.67,4.99
1,21.5844,26.1101,2,2,3,-64.2,22.89,1.2
1,26.265,34.2351,2,2,3,-56.97,31.21,5.99
1,32.2636,37.78,2,2,3,-62.09,24.95,2.33
1,30.0197,28.5103,2,2,3,-41.85,44.99,5.07
1,32.0462,24.5357,2,2,3,-57.41,29.07,5.76
1,29.463,35.5161,2,2,3,-56.72,30.51,5.07
1,34.9986,26.1237,2,2,3,-58.51,28.08,4.92
1,24.3161,23.4459,2,2,3,-63.15,24.83,2.05
1,25.0688,25.5306,2,2,3,-59.22,27.92,4.99
1,26.5303,32.0994,2,2,3,-52.78,35.32,6.45
1,31.0234,22.2311,2,2,3,-61.59,25.52,3.56
1,36.9582,32.9012,2,2,3,-61.01,24.27,3.28
1,32.1467,30.8219,2,2,3,-46.35,39.76,5.84
0,50,30,0,0,7,20,10000,39.31
1,54.4062,23.686,0,0,7,-67.35,14.1,3.07
1,53.6373,31.8829,0,0,7,-58.92,22.18,9.83
1,50.4201,39.2045,0,0,7,-70.12,12.97,0.15
1,56.743,35.8264,0,0,7,-69.59,14.04,0.31
1,57.4574,23.6662,0,0,7,-71.1,14.48,0.08
1,45.948,23.0211,0,0,7,-68.05,14.57,0.31
1,58.1462,26.3554,0,0,7,-69.61,12.53,2.53
1,51.4017,20.6191,0,0,7,-70.59,12.09,0.31
1,50.2034,21.1948,0,0,7,-69.4,12.22,1.46
1,54.5189,29.0636,0,0,7,-60.39,22.13,9.29
1,58.4999,29.7675,0,0,7,-68.86,13.93,2.69
1,45.5696,28.6848,0,0,7,-60.41,17.82,7.99
1,49.1857,36.993,0,0,7,-66.04,18.11,1.3
0,70,30,0,0,3,20,10000,46.31
1,63.8495,31.8987,0,0,3,-61.76,21.89,5.99
1,63.9026,36.9541,0,0,3,-67.17,17.58,1.61
1,64.5128,32.4189,0,0,3,-60.79,23.83,5.45
1,63.7966,32.3869,0,0,3,-62.21,21.49,6.22
1,72.2879,39.4829,0,0,3,-68.04,20.59,0.69
1,66.082,27.3928,0,0,3,-57.63,26.97,6.68
1,64.7777,35.7389,0,0,3,-64.45,19.55,3.69
1,74.0724,26.3887,0,0,3,-59.5,27.41,5.68
1,75.3393,37.9118,0,0,3,-67.68,22.2,2.23
1,75.3818,30.5473,0,0,3,-59.41,28.43,8.06
0,10,50,0,0,1,20,10000,120.14
1,12.3094,57.5069,0,0,1,-61.62,31.92,6.29
1,5.6942,55.7452,0,0,1,-60.3,33.68,5.68
1,17.9574,45.4615,0,0,1,-64.01,27.47,4.65
1,8.0081,46.9974,0,0,1,-51.38,41.15,6.53
1,5.8222,50.3958,0,0,1,-53.2,39.94,6.76
1,9.9362,43.7559,0,0,1,-58.33,33.35,6.6
1,1.536,52.8466,0,0,1,-63.6,30.39,7.8
1,6.9825,53.4875,0,0,1,-54.36,39.47,8.22
1,14.4052,56.4551,0,0,1,-61.55,31.75,5.27
1,13.6574,46.1992,0,0,1,-56.07,35.47,6.22
1,6.1904,55.5714,0,0,1,-59.42,34.5,5.95
1,7.2624,54.5483,0,0,1,-56.16,37.21,7.68
1,11.6728,55.4173,0,0,1,-57.03,36.36,6.14
1,8.6521,47.4426,0,0,1,-48.86,44.2,8.29
1,5.7279,47.0986,0,0,1,-55.8,37.32,6.45
1,10.5209,44.1176,0,0,1,-57.57,34.12,6.3
1,14.3995,44.8567,0,0,1,-59.46,32.59,6.7
1,9.6195,51.5821,0,0,1,-42.74,50.49,8.6
0,30,50,0,0,7,20,10000,23.5
1,36.2459,55.9517,0,0,7,-69.08,17.45,1.54
1,27.8808,43.4004,0,0,7,-65.82,20.02,1.46
1,37.2571,46.4066,0,0,7,-68.11,14.98,0.15
1,37.5366,44.1474,0,0,7,-70.69,16.55,0.15
1,30.9594,48.1995,0,0,7,-51.1,28.29,5.3
1,37.6372,48.799,0,0,7,-67.41,13.02,1
1,23.2974,51.4464,0,0,7,-65.66,17.62,1.92
1,22.4259,53.1066,0,0,7,-68.27,16.46,1.38
1,35.7905,48.8627,0,0,7,-63.58,20.73,2.23
1,27.498,51.6586,0,0,7,-55.3,27.37,5.22
1,35.0903,41.7476,0,0,7,-70.95,15.21,0.08
1,26.4544,44.4941,0,0,7,-65.01,24.13,0.23
1,29.4412,59.8617,0,0,7,-71.25,16.4,0.84
1,36.5573,50.5645,0,0,7,-65.08,18.63,2
0,50,50,0,0,7,20,10000,141.24
1,54.5601,49.5844,0,0,7,-60.29,23.9,21.27
1,57.5949,46.2401,0,0,7,-68.8,14.66,4.61
1,51.4355,55.4707,0,0,7,-63.01,24.23,25.65
1,58.2117,55.4682,0,0,7,-71.24,18.38,3.69
1,45.6864,55.412,0,0,7,-65.79,21.21,21.43
1,43.0155,43.6142,0,0,7,-70.55,12.21,0.23
1,41.2276,51.7994,0,0,7,-69.67,14.67,16.05
1,59.3685,46.8374,0,0,7,-71.27,12.78,3.07
1,47.4582,49.8255,0,0,7,-53.48,30.51,21.96
1,49.0754,57.1177,0,0,7,-66.32,21.64,23.27
0,70,50,0,0,7,20,10000,120.42
1,76.6071,51.841,0,0,7,-65.67,25.25,19.66
1,77.3393,48.0183,0,0,7,-67.16,23.36,15.21
1,71.7627,52.7013,0,0,7,-56.12,33.19,19.43
1,68.6643,44.1254,0,0,7,-63.86,21.18,11.83
1,68.8273,43.7414,0,0,7,-64.62,21.85,10.68
1,67.9535,41.2859,0,0,7,-69.66,16,5.53
1,62.5894,51.3826,0,0,7,-67.03,21.15,3.84
1,75.3335,45.7083,0,0,7,-65.64,23.73,15.28
1,68.2674,42.0192,0,0,7,-68.23,17.72,7.68
1,77.2386,45.2549,0,0,7,-69.13,21.85,9.22
1,61.4647,46.7104,0,0,7,-70,15.97,2.07
0,10,10,0,0,3,20,10000,151.99
